,idhod,hodnota,ukaz_kod,vzdelani_cis,vzdelani_kod,vek_cis,vek_kod,pohlavi_cis,pohlavi_kod,uzemi_cis,uzemi_kod,sldb_rok,sldb_datum,ukaz_txt,vzdelani_txt,vek_txt,pohlavi_txt,uzemi_txt,uzemi_typ
557270,987553436,46727,3162,1294,3,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557272,987553681,5665,3162,1294,3,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Středočeský kraj,kraj
557273,987553682,29586,3162,1294,3,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Středočeský kraj,kraj
557275,987553431,51710,3162,1294,8,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557276,987553432,73812,3162,1294,8,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557278,987553677,9649,3162,1294,8,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Středočeský kraj,kraj
557279,987553678,21314,3162,1294,8,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Středočeský kraj,kraj
557281,987553441,5826,3162,1294,11,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557282,987553442,12173,3162,1294,11,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557284,987553794,677,3162,1294,11,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Středočeský kraj,kraj
557285,987553795,693,3162,1294,11,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Středočeský kraj,kraj
557287,987553319,15472,3162,1294,12,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557288,987553320,24855,3162,1294,12,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557290,987553675,257,3162,1294,12,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Středočeský kraj,kraj
557291,987553676,330,3162,1294,12,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Středočeský kraj,kraj
557293,987553317,55757,3162,1294,13,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557294,987553318,66186,3162,1294,13,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557296,987553566,14548,3162,1294,13,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Středočeský kraj,kraj
557297,987553674,10225,3162,1294,13,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Středočeský kraj,kraj
557299,987553315,4181,3162,1294,14,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557300,987553316,2707,3162,1294,14,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557302,987553564,1691,3162,1294,14,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Středočeský kraj,kraj
557303,987553565,596,3162,1294,14,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Středočeský kraj,kraj
557305,987553554,545,3162,1294,15,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Středočeský kraj,kraj
557306,987553555,557,3162,1294,15,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Středočeský kraj,kraj
557308,987553796,172,3162,1294,15,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Středočeský kraj,kraj
557309,987553797,193,3162,1294,15,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,žena,Středočeský kraj,kraj
557311,987553437,148375,3162,5784,105,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557312,987553438,95416,3162,5784,105,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557314,987553683,56464,3162,5784,105,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,muž,Středočeský kraj,kraj
557315,987553684,53767,3162,5784,105,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,žena,Středočeský kraj,kraj
557317,987553433,77434,3162,5784,121,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557318,987553434,74080,3162,5784,121,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557320,987553679,17175,3162,5784,121,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Středočeský kraj,kraj
557321,987553680,21013,3162,5784,121,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Středočeský kraj,kraj
557323,987553556,8702,3162,1294,202,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Středočeský kraj,kraj
557324,987553557,8732,3162,1294,202,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Středočeský kraj,kraj
557326,987553798,1228,3162,1294,202,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Středočeský kraj,kraj
557327,987553799,2749,3162,1294,202,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Středočeský kraj,kraj
557329,987553562,2442,3162,1294,203,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Středočeský kraj,kraj
557330,987553563,5318,3162,1294,203,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,žena,Středočeský kraj,kraj
557332,987553804,900,3162,1294,203,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,muž,Středočeský kraj,kraj
557333,987553805,1851,3162,1294,203,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,žena,Středočeský kraj,kraj
557335,987553560,32759,3162,1294,900,1035,1300150064,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,muž,Středočeský kraj,kraj
557336,987553561,19410,3162,1294,900,1035,1300150064,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,žena,Středočeský kraj,kraj
557338,987553802,5337,3162,1294,900,1035,1200659999,102.0,1.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,muž,Středočeský kraj,kraj
557339,987553803,6783,3162,1294,900,1035,1200659999,102.0,2.0,100,3026,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,žena,Středočeský kraj,kraj
557341,987552120,1299,3162,1294,1,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557342,987552121,1096,3162,1294,1,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557344,987551979,213,3162,1294,1,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557345,987551980,444,3162,1294,1,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557347,987552112,2708,3162,1294,2,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557348,987552113,2181,3162,1294,2,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557350,987552348,452,3162,1294,2,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557351,987552349,1331,3162,1294,2,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557353,987552002,19808,3162,1294,3,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557354,987552003,21335,3162,1294,3,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557356,987552344,3776,3162,1294,3,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557357,987552345,16248,3162,1294,3,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557359,987551998,20613,3162,1294,8,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557360,987551999,29683,3162,1294,8,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557362,987552236,5159,3162,1294,8,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557363,987552237,9766,3162,1294,8,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557365,987552114,2621,3162,1294,11,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557366,987552115,4544,3162,1294,11,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557368,987552350,301,3162,1294,11,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557369,987552351,230,3162,1294,11,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557371,987551996,6424,3162,1294,12,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557372,987551997,11348,3162,1294,12,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557374,987552234,130,3162,1294,12,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557375,987552235,146,3162,1294,12,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557377,987551994,20565,3162,1294,13,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557378,987551995,25992,3162,1294,13,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557380,987552232,7216,3162,1294,13,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557381,987552233,4799,3162,1294,13,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557383,987551992,1442,3162,1294,14,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557384,987551993,1019,3162,1294,14,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557386,987552230,574,3162,1294,14,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557387,987552231,244,3162,1294,14,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557389,987552116,251,3162,1294,15,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Jihočeský kraj,kraj
557390,987552117,235,3162,1294,15,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Jihočeský kraj,kraj
557392,987553790,69,3162,1294,15,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Jihočeský kraj,kraj
